ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
6;2004;2014;2014;ESP5747;ESP1403;R Maquis de l'Oisans park;0 à 10 cm;australis;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur - Remplacé;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
3;2004;2014;N/A;ESP8394;ESP745;R Dunant ang B de Montferrat;20 à 30 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur essence;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2010;2015;2017;ESP21861;ESP915;Allée des Romantiques pair;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2004;2014;2014;ESP8096;ESP1403;R Maquis de l'Oisans park;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2004;2015;2017;ESP27947;ESP547;R des Peupliers;0 à 10 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;rejets de tronc;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
6;2004;2014;2014;ESP17047;ESP1124;Av Europe ech Constantin talus;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. 'Austriaca';ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Moyenne;Taille formation et mise au gabarit;non;N/A;Austriaca;vigoureux
2;2004;2014;2014;ESP13541;ESP362;Ave St Roch terrain stabilisé ;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Italica - Enlever la brache contaminée;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;Italica;vigueur intermédiaire
5;2004;2015;2017;ESP23752;ESP204;Av J O Washington Jouhaux sép;10 à 20 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2004;2013;2012;ESP20724;ESP872;Pc Ch Elysés Ouest;40 à 50 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP21257;ESP724;Pc Ch Elysés Ouest du lac;10 à 20 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP9857;ESP660;R A France Houille Blanche;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
4;2004;2014;2015;ESP28394;ESP29;Ec prim Clémenceau 05 R Lachat;20 à 30 cm;nivalis;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Eléagnifolia;vigoureux
6;2004;2014;2015;ESP5664;ESP441;Ec du lac;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Wierii;vigoureux
5;2005;2015;2017;ESP14759;ESP377;Bd J Pain Tram Lyautet Mairie;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP27065;ESP495;Cimetière St Roch;20 à 30 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Cépé de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP31174;ESP409;Ch Chapitre ang Stat Ponsard;10 à 20 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2004;2015;2018;ESP30897;ESP326;Coulée verte Esclangon;20 à 30 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur espèce;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2014;2014;2020;ESP33083;ESP1196;Crs La Fontaine impair ;10 à 20 cm;lutea;passages fréquents ou arrêts;Cladastris;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Remplacement;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP28787;ESP995;Prc Echangeurs Bastion St Roch;10 à 20 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2015;2017;ESP30249;ESP1044;Cité Mistral Ouest gr scolaire;30 à 40 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2015;2020;ESP7881;ESP1243;Bd Foch Ferrié à Mallifaud;0 à 10 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2004;2015;2016;ESP3089;ESP344;Esplan ceinture Sud-Ouest;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat - cavités et pourritures dans le houppier - Réduction tous les 2-3 ans;ESP151;Arbre de voirie;Arbre adulte;Arbre vieillissant;N/A;Taille mise en sécurité;non;Alignement;N/A;vigueur intermédiaire
1;2004;2015;N/A;ESP25462;ESP326;Coulée verte Esclangon;10 à 20 cm;biloba;passages fréquents et arrêts fréquents;Ginkgo;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2014;2015;ESP18562;ESP1033;Parc 1 Michalon centre;70 à 80 cm;orientalis;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;TMA par rapport aux nids de chenilles processionnaires, piège en place.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;Taille de bois mort;non;N/A;N/A;vigoureux
2;2004;2013;2014;ESP28486;ESP18;Sq Mutualité ang Chanrion;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Branche à demi cassée à enlever + retailler le chicot s'il reste;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP7806;ESP407;R Stalingrad park clos d'or;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2013;2018;ESP26503;ESP144;Crs Libération Rondeau Ec Libé;20 à 30 cm;orientalis;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2013;N/A;ESP5410;ESP1141;R de la Scierie ang Arago;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Branches;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2009;2015;2020;ESP21967;ESP228;Pt de Catane Nord Vallier;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP1479;ESP1088;R L Lagrange face école;60 à 70 cm;robusta;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2013;2013;2019;ESP33137;ESP33117;R Manteyer Kaunas à J Perrot;10 à 20 cm;monspessulanum;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Nouveau;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP28972;ESP124;Stade Bachelard;50 à 60 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2009;2015;N/A;ESP30229;ESP922;Al de la Sylphide ang Vigny;10 à 20 cm;fraxinifolia;passages fréquents et arrêts fréquents;Pterocarya;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP23359;ESP637;Cargo park Est;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. italica - Tronc multiple;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;Italica;vigoureux
4;2004;2014;2014;ESP9371;ESP678;R Peretto Berthelot Gay Lussac;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP22676;ESP1095;Ave du Grand Serre impair;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigueur intermédiaire
2;2004;2014;N/A;ESP3131;ESP289;R du Régiment du 4ème Génie;20 à 30 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP14000;ESP407;R Stalingrad park clos d'or;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP24163;ESP1422;Prc Ouagadougou partie Ouest;10 à 20 cm;N/A;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée 4 tiges;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
1;2004;2014;2015;ESP25450;ESP270;Cité F Gauthier Vercors;30 à 40 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Légèrement dominé par les érables voisins, il vaut mieux favoriser le hêtre que les érables;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2;2004;2014;2015;ESP24121;ESP829;Parc 1 Michalon Qu Jongkind;50 à 60 cm;biloba;passages fréquents et arrêts fréquents;Ginkgo;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
1;2004;2014;2014;ESP5402;ESP1179;R Jules Horowitz;60 à 70 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;eteté;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Basse;Controle;oui;N/A;N/A;vigueur intermédiaire
1;2004;2015;N/A;ESP23467;ESP1140;R de la Frise;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2005;2015;2020;ESP19216;ESP372;R E Claires Rh Danube Césaire;10 à 20 cm;N/A;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;Pyramidalis;vigoureux
2;2004;2015;2017;ESP25658;ESP344;Esplan ceinture Sud-Ouest;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Têtes de chat - cavités + pourritures dans le houppier;ESP151;Arbre de voirie;Arbre vieillissant;Arbre vieillissant;N/A;Controle;non;Alignement;N/A;vieillissement dépérissement
6;2004;2015;2019;ESP10526;ESP548;R Gervasoti mail des tilleuls;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2013;2013;2019;ESP32596;ESP432;Prc La Bruyère NORD mail centr;10 à 20 cm;ilex;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
6;2004;2011;2017;ESP30645;ESP905;Hauts du PARC;30 à 40 cm;japonica;passages fréquents ou arrêts;Sophora;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
6;2004;2015;2017;ESP11986;ESP528;Crique sud abords aire de jeux;10 à 20 cm;ornus;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Cépée 3 tiges;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP15445;ESP154;R Dt Crolles James Echaillon;20 à 30 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2014;2017;ESP11326;ESP146;Cité Moyrand R Dupleix;50 à 60 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Mulcher le pied d'arbre.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5;2004;2013;N/A;ESP2169;ESP1338;R L Jouhaux Manteyer Cocat;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP28372;ESP1095;Ave du Grand Serre impair;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2007;2015;2017;ESP25866;ESP1057;R Kaunas P Cocat à Manteyer;0 à 10 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteurs;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
6;2004;2015;N/A;ESP1784;ESP1410;Espace Chantal Mauduit;10 à 20 cm;minor;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;2018;ESP30799;ESP649;R Flandrin voie Tram;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2015;2020;ESP17669;ESP1396;Pass du Verderet derr école;10 à 20 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
1;2014;2014;2019;ESP33344;ESP33626;Av Martyrs pair Sud Horowitz;10 à 20 cm;americana;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
1;2014;2014;2020;ESP33185;ESP39;R des Arts et Métiers;10 à 20 cm;floribunda;passages fréquents ou arrêts;Malus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
2;2004;2013;N/A;ESP7499;ESP969;R Lesdiguières Est Gambetta;10 à 20 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Protection à mettre en place;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2004;2014;N/A;ESP2996;ESP268;R Vercors Morel à Alambert;10 à 20 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Surveiller la cicatristion des plaies d'élagage;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
3;2004;2015;2016;ESP5012;ESP405;Ec mat Savane 10 R Ronserail;30 à 40 cm;cuspidata;passages fréquents et arrêts fréquents;Sorbus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5;2004;2014;2015;ESP10865;ESP779;Ec mat Malherbe n 40 R Pascal;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2;2004;2014;2014;ESP3180;ESP826;R de Mortillet;30 à 40 cm;platyphyllos;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP10007;ESP278;Cimetière du Grand Sablon;30 à 40 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée avec plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2013;N/A;ESP17981;ESP830;R Hébert imp Verdun St Roch;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Plaie coup de soleil;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Negenia;vigueur intermédiaire
6;2013;2013;2019;ESP32603;ESP432;Prc La Bruyère NORD mail centr;10 à 20 cm;frainetto;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP19690;ESP724;Pc Ch Elysés Ouest du lac;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2013;2016;ESP9646;ESP705;R Pupin de Esmonin aux Ecrins;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Protection à mettre en place + mulch;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2015;2018;ESP27410;ESP1401;Ec des Arts R FG Lorca;40 à 50 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;Taille formation et mise au gabarit;non;N/A;Glauca;vigoureux
1;2004;2014;2015;ESP27286;ESP794;Cité F Gauthier abord bati;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Revoir la terrasse, plaie sur tronc à cause de la terrasse;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
2;2004;2014;2014;ESP26963;ESP109;R François Raoult;30 à 40 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
1;2004;2015;2020;ESP2552;ESP325;Pl St Bruno;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Anciennes têtes de chat creuses : adopter un port légèrement réduit;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;N/A;N/A;vigoureux
3;2004;2013;2012;ESP11160;ESP124;Stade Bachelard;50 à 60 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre à abattre immédiatement;de 1 à 5 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2;2004;2014;2014;ESP23111;ESP76;Parc 2 R Hermin align central;90 à 100 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;67;ebc;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;Alignement;N/A;vigueur intermédiaire
3;2004;2013;2015;ESP6132;ESP306;Ave Ronsard;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2004;2014;2015;ESP2704;ESP199;R Narvick entrée parc Hoche;40 à 50 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Lampadaire, Surveiller la cicatrisation au niveau des plaies de tailles;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
